Order,PID,Lot_Frontage,Lot_Area,Lot_Shape,Land_Slope,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Exter_Qual,Exter_Cond,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,Electrical,First_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Fence,Mo_Sold,Year_Sold,Sale_Price,MS_SubClass_One_Story_1945_and_Older,MS_SubClass_One_Story_1946_and_Newer_All_Styles,MS_SubClass_One_Story_PUD_1946_and_Newer,MS_SubClass_One_and_Half_Story_Finished_All_Ages,MS_SubClass_Other,MS_SubClass_Split_Foyer,MS_SubClass_Split_or_Multilevel,MS_SubClass_Two_Family_conversion_All_Styles_and_Ages,MS_SubClass_Two_Story_1945_and_Older,MS_SubClass_Two_Story_1946_and_Newer,MS_SubClass_Two_Story_PUD_1946_and_Newer,MS_Zoning_Other,MS_Zoning_Residential_High_Density,MS_Zoning_Residential_Low_Density,MS_Zoning_Residential_Medium_Density,Alley_No_Alley_Access,Alley_Paved,Lot_Config_CulDSac,Lot_Config_FR2,Lot_Config_Inside,Lot_Config_Other,Neighborhood_Briardale,Neighborhood_Brookside,Neighborhood_Clear_Creek,Neighborhood_College_Creek,Neighborhood_Crawford,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Iowa_DOT_and_Rail_Road,Neighborhood_Meadow_Village,Neighborhood_Mitchell,Neighborhood_North_Ames,Neighborhood_Northridge,Neighborhood_Northridge_Heights,Neighborhood_Northwest_Ames,Neighborhood_Old_Town,Neighborhood_Other,Neighborhood_Sawyer,Neighborhood_Sawyer_West,Neighborhood_Somerset,Neighborhood_South_and_West_of_Iowa_State_University,Neighborhood_Stone_Brook,Neighborhood_Timberland,Condition_1_Feedr,Condition_1_Norm,Condition_1_Other,Condition_1_PosN,Condition_1_RRAe,Condition_1_RRAn,Bldg_Type_OneFam,Bldg_Type_Twnhs,Bldg_Type_TwnhsE,Bldg_Type_TwoFmCon,House_Style_One_and_Half_Fin,House_Style_Other,House_Style_SFoyer,House_Style_SLvl,House_Style_Two_Story,Roof_Style_Hip,Roof_Style_Other,Exterior_1st_BrkFace,Exterior_1st_CemntBd,Exterior_1st_HdBoard,Exterior_1st_MetalSd,Exterior_1st_Other,Exterior_1st_Plywood,Exterior_1st_Stucco,Exterior_1st_VinylSd,Exterior_1st_Wd Sdng,Exterior_1st_WdShing,Exterior_2nd_BrkFace,Exterior_2nd_CmentBd,Exterior_2nd_HdBoard,Exterior_2nd_MetalSd,Exterior_2nd_Other,Exterior_2nd_Plywood,Exterior_2nd_Stucco,Exterior_2nd_VinylSd,Exterior_2nd_Wd Sdng,Exterior_2nd_Wd Shng,Mas_Vnr_Type_None,Mas_Vnr_Type_Other,Mas_Vnr_Type_Stone,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,Misc_Feature_Other,Misc_Feature_Shed,Central_Air_Y,Garage_Type_Basment,Garage_Type_BuiltIn,Garage_Type_Detchd,Garage_Type_No_Garage,Garage_Type_Other,Misc_Feature_Other,Misc_Feature_Shed,Sale_Type_ConLD,Sale_Type_New,Sale_Type_Other,Sale_Type_WD ,Sale_Condition_Family,Sale_Condition_Normal,Sale_Condition_Other,Sale_Condition_Partial,Land_Contour_HLS,Land_Contour_Low,Land_Contour_Lvl
1580,916402015,75,12890,1.0,0.0,4.0,5.0,1989,1989,2.0,2.0,1.0,2.0,3.0,5.0,7,5.0,1495,1495,0.0,0.0,1495,1495,0,0,2,0,3,1,2.0,8,1,2.0,2.0,2,438,2.0,2.0,0.0,252,0,4.0,7,2008,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1581,916402115,47,12416,1.0,0.0,4.0,5.0,1986,1986,2.0,2.0,1.0,3.0,3.0,1.0,1,4.0,0,1606,2.0,0.0,1651,1651,1,0,2,0,3,1,2.0,7,1,2.0,0.0,2,616,2.0,2.0,0.0,192,0,4.0,11,2008,184000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1582,916402215,93,18265,0.0,0.0,4.0,5.0,1986,1986,1.0,1.0,1.0,1.0,1.0,0.0,3,3.0,276,1256,0.0,0.0,1256,1256,0,0,2,0,3,1,1.0,6,1,3.0,2.0,2,578,2.0,2.0,0.0,282,0,4.0,3,2008,180000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1583,916403230,85,10200,0.0,0.0,4.0,5.0,1988,1989,1.0,2.0,1.0,2.0,1.0,0.0,3,5.0,678,1461,0.0,0.0,1509,1509,1,0,2,0,3,1,1.0,5,1,3.0,1.0,2,600,2.0,2.0,0.0,224,0,4.0,8,2008,175000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1584,916455120,82,11202,1.0,0.0,2.0,5.0,2003,2003,1.0,2.0,0.0,2.0,1.0,0.0,3,5.0,403,1432,0.0,0.0,1440,1440,1,0,2,0,3,1,1.0,7,1,2.0,0.0,2,467,2.0,2.0,0.0,185,95,4.0,6,2008,232500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1585,916460060,0,7915,1.0,0.0,4.0,5.0,1999,2000,1.0,2.0,0.0,2.0,2.0,0.0,3,5.0,443,1666,0.0,0.0,1675,1675,1,0,2,0,3,1,1.0,6,0,5.0,1.0,2,435,2.0,2.0,0.0,165,52,4.0,12,2008,195000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1586,916477020,85,12244,0.0,0.0,2.0,5.0,2003,2003,1.0,2.0,1.0,2.0,0.0,0.0,3,5.0,611,1482,0.0,0.0,1482,2262,1,0,2,1,4,1,1.0,10,2,1.0,0.0,3,749,2.0,2.0,0.0,168,0,4.0,8,2008,305000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1587,921126030,79,11449,1.0,0.0,2.0,5.0,2007,2007,1.0,2.0,1.0,2.0,1.0,0.0,3,5.0,873,1884,0.0,0.0,1728,1728,1,0,2,0,3,1,1.0,7,1,1.0,0.0,2,520,2.0,2.0,0.0,0,276,4.0,1,2008,298751,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1588,921201060,85,11447,1.0,0.0,2.0,5.0,2005,2006,1.0,2.0,0.0,2.0,1.0,0.0,3,5.0,393,1964,0.0,0.0,1964,1964,1,0,2,1,3,1,1.0,7,1,1.0,0.0,3,892,2.0,2.0,0.0,0,265,4.0,6,2008,370000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1589,923202005,97,8940,1.0,0.0,3.0,5.0,1997,1998,2.0,1.0,1.0,1.0,0.0,0.0,3,5.0,35,1344,0.0,0.0,1344,1344,2,0,2,0,2,2,2.0,8,0,5.0,0.0,4,784,2.0,2.0,0.0,0,0,4.0,11,2008,209200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1590,923202015,78,7060,0.0,0.0,3.0,5.0,1997,1998,2.0,1.0,1.0,1.0,0.0,0.0,3,5.0,35,1344,0.0,0.0,1344,1344,2,0,2,0,2,2,2.0,8,0,5.0,0.0,4,784,2.0,2.0,0.0,0,0,4.0,11,2008,206300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1591,923202137,77,9278,0.0,0.0,5.0,5.0,2007,2008,2.0,2.0,1.0,2.0,3.0,5.0,7,5.0,1092,1092,0.0,0.0,1092,1092,0,0,1,0,2,1,2.0,5,0,5.0,3.0,0,0,5.0,5.0,0.0,0,52,4.0,2,2008,146000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1592,923203140,32,4500,0.0,0.0,4.0,5.0,1997,1997,2.0,2.0,0.0,2.0,3.0,0.0,3,5.0,325,1189,0.0,0.0,1189,1189,1,0,2,0,2,1,2.0,4,0,5.0,1.0,2,392,2.0,2.0,0.0,0,122,4.0,4,2008,160500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1593,923204040,150,14137,0.0,0.0,6.0,5.0,1964,1964,2.0,2.0,1.0,2.0,1.0,1.0,1,4.0,88,1200,1.0,0.0,1200,1200,1,0,1,0,3,1,2.0,6,0,5.0,0.0,3,850,2.0,2.0,0.0,0,119,4.0,11,2008,173000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1594,923225080,0,4224,0.0,0.0,5.0,4.0,1975,1975,2.0,2.0,1.0,2.0,3.0,0.0,3,5.0,271,1040,1.0,0.0,1040,1040,0,0,1,0,3,1,2.0,6,0,5.0,2.0,2,499,2.0,2.0,0.0,0,100,4.0,6,2008,124000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1595,923225150,0,2665,0.0,0.0,5.0,4.0,1976,1976,2.0,2.0,1.0,2.0,2.0,5.0,7,5.0,264,264,2.0,0.0,616,1304,0,0,1,1,3,1,2.0,4,1,1.0,0.0,1,336,2.0,2.0,0.0,141,24,4.0,6,2008,115000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1596,923225200,41,2665,0.0,0.0,5.0,3.0,1976,1976,2.0,2.0,1.0,2.0,3.0,1.0,1,5.0,232,550,2.0,0.0,925,1475,0,0,2,0,4,1,2.0,6,1,2.0,2.0,1,336,2.0,2.0,0.0,92,26,4.0,5,2008,129500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1597,923225310,21,1974,0.0,0.0,6.0,3.0,1973,2006,2.0,1.0,1.0,2.0,1.0,0.0,3,5.0,25,526,1.0,0.0,526,988,1,0,1,0,2,1,2.0,5,0,5.0,1.0,1,297,2.0,2.0,0.0,120,101,4.0,6,2008,105000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1598,923225370,21,1596,0.0,0.0,6.0,4.0,1973,1973,2.0,2.0,1.0,2.0,0.0,0.0,3,5.0,25,462,2.0,0.0,526,988,1,0,1,0,1,1,2.0,4,1,4.0,1.0,1,297,2.0,2.0,0.0,0,101,2.0,7,2008,94900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1599,923227030,0,17979,1.0,0.0,5.0,4.0,1968,1968,2.0,1.0,2.0,2.0,3.0,1.0,1,5.0,328,1113,0.0,0.0,1160,1160,1,0,1,0,3,1,1.0,6,0,5.0,2.0,1,257,2.0,2.0,0.0,81,0,2.0,2,2008,152500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1600,923228080,21,1477,0.0,0.0,4.0,1.0,1970,2007,2.0,1.0,2.0,2.0,3.0,0.0,3,5.0,188,546,0.0,0.0,546,1092,0,0,2,1,3,1,2.0,6,0,5.0,3.0,0,0,5.0,5.0,0.0,187,0,4.0,3,2008,98000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1601,923228420,21,1890,0.0,0.0,6.0,3.0,1972,1972,2.0,1.0,1.0,2.0,1.0,1.0,1,5.0,135,630,1.0,0.0,630,630,1,0,1,0,1,1,2.0,3,0,5.0,3.0,0,0,5.0,5.0,0.0,88,0,4.0,6,2008,81000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1602,923250210,100,21750,0.0,1.0,5.0,5.0,1954,1954,2.0,2.0,2.0,2.0,3.0,5.0,7,5.0,988,988,0.0,1.0,988,988,0,0,1,0,2,1,2.0,4,0,5.0,1.0,2,520,2.0,2.0,2.0,0,0,4.0,2,2008,113000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1603,923252100,59,6490,0.0,0.0,5.0,3.0,1983,1983,2.0,1.0,2.0,2.0,3.0,0.0,3,5.0,282,816,0.0,0.0,816,816,0,1,1,0,2,1,2.0,4,0,5.0,2.0,1,264,2.0,2.0,0.0,315,0,2.0,4,2008,128500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1604,923275090,37,6951,1.0,0.0,5.0,5.0,1984,1985,2.0,2.0,2.0,2.0,3.0,1.0,1,5.0,218,876,2.0,0.0,923,923,1,0,1,0,3,1,2.0,5,0,5.0,2.0,1,264,2.0,2.0,0.0,362,0,1.0,10,2008,119500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1605,923277030,60,6600,0.0,0.0,5.0,1.0,1982,2008,1.0,1.0,2.0,2.0,3.0,1.0,1,5.0,175,816,0.0,0.0,816,816,0,1,1,0,3,1,1.0,5,1,0.0,2.0,1,264,2.0,2.0,0.0,0,0,1.0,10,2008,130500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1606,923277040,60,6600,0.0,0.0,5.0,2.0,1982,2003,2.0,1.0,2.0,1.0,3.0,0.0,3,5.0,0,816,0.0,0.0,816,816,1,0,1,0,2,1,2.0,4,0,5.0,0.0,2,816,2.0,2.0,0.0,0,0,4.0,6,2008,138000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1607,923277080,60,6600,0.0,0.0,5.0,4.0,1982,2005,2.0,2.0,2.0,2.0,3.0,0.0,3,5.0,207,845,1.0,0.0,845,845,0,0,1,0,3,1,1.0,6,0,5.0,2.0,1,264,2.0,2.0,0.0,0,0,4.0,7,2008,134500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1608,923400040,75,12508,1.0,0.0,4.0,3.0,1940,1985,2.0,2.0,1.0,2.0,2.0,1.0,1,5.0,323,983,0.0,0.0,983,1750,1,0,2,0,4,1,2.0,7,0,5.0,2.0,1,423,2.0,2.0,0.0,245,0,4.0,7,2008,160000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1609,923426010,74,12395,0.0,0.0,5.0,4.0,1984,1984,2.0,2.0,2.0,2.0,3.0,1.0,1,5.0,217,864,2.0,0.0,889,889,0,0,1,0,3,1,2.0,6,0,5.0,2.0,2,484,2.0,2.0,0.0,0,0,4.0,4,2008,137500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1610,924100020,0,11075,1.0,1.0,5.0,6.0,1969,1969,2.0,2.0,2.0,2.0,1.0,1.0,1,4.0,29,784,0.0,0.0,1168,1968,0,1,2,1,4,1,2.0,7,1,4.0,1.0,2,530,2.0,2.0,0.0,305,189,1.0,9,2008,172000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1611,1007100110,0,56600,1.0,0.0,5.0,9.0,1900,1950,2.0,2.0,2.0,2.0,3.0,5.0,7,5.0,686,686,0.0,0.0,1150,1836,0,0,2,0,4,1,2.0,7,0,5.0,2.0,1,288,2.0,3.0,2.0,0,0,4.0,1,2008,103000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1612,526352080,85,10667,0.0,0.0,4.0,4.0,1971,1971,2.0,2.0,2.0,2.0,3.0,2.0,2,5.0,749,1587,2.0,0.0,1587,1587,0,0,2,0,3,1,2.0,7,1,1.0,2.0,2,525,2.0,2.0,0.0,0,44,4.0,3,2007,167300,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
